Insult,Date,Comment
1,20120515161425Z,"""Autumn..... You are, Idiot. \n\nRed Flag #102 - Girls No sense Humor."""
0,20120529213135Z,"""Eli MAnning, Brett Favre, John Elway"""
0,,"""if sleep you, could probably force reasonable judge would take tattoo permission date rape stamp"""
0,20120609174056Z,"""Holder Obama hit back directions 1000 times hard. Dozens inside DOJ WH dignity patriotism turn like rabid dogs. This administration goind right federal prison. Nothing stop now. Nothing all. The people pissed heads.\n\nHolder = Peice Shit\n\nObama = Fucked Up Sociopath"""
0,20120611184459Z,"""SO IS A SKUNK HALF BLACK AND HALF WHITE AND THEY BOTH STINK. WHY DO B L A C K PEOPLE STINK, SO BLIND PEOPLE CAN H A T E\nTHEM TOO. LOL"""
0,20120618194105Z,"""I wonder that'd stand court. ""He might killed someone, fuck play cricket!"" He prick."""
0,20120530131336Z,"""They're not. The PG proposal list people committed crimes gun. Not way register guns. (is one else\xa0disturbed\xa0by idea government maintaining lists people like. Cue '""you know else lists people like"" jokes 3..2...)"""
0,,"""@David @Cyberduckie You know, stick screw driver mouth bang fillings, might able pick Easy Listening channel."""
1,20120619232324Z,"""That's nobody."""
0,,"""The Korem foundation never see another dollar me."""
0,20120620051425Z,"""I it, reason registering, maybe needs time."""
0,20120609235207Z,"""I could effective (ineffective) Huff."""
1,20120610074041Z,"""Yo nigga right here! n boi lil b fuck bitches regular, fucking everyone bitches. tell yo boys yo bitches aint safe Mel Gibson n Lil B rollin bitch hunt"""
0,20120529135802Z,"""oh hey, I yousaid.it like."""
0,,"""\\xc2\\xa0""It means world isn\\'t changing, means world already \\nchanged,"" Steven Goldstein, chairman gay rights group Garden \\nState Equality.\\xc2\\xa0 BUT, right right wrong still wrong!"""
0,20120619141750Z,"""OMG! Are VS Girl also????!!!\n\nDid hit semi annual sale? I went fucking crazy!!"""
1,20120620062056Z,"""You incredibly stupid...."""
0,20120611235930Z,"""@SlipResistantShoes\xa0In years, they'll make damn movie it?\n\xa0\nUncle Daddy Rides Again?"""
0,20120619000810Z,"""I like aggie."""
0,20120527185724Z,"""obamawon due media jobs ,we still know nothing obama almost 4 years later ?"""
0,20120619015707Z,"""God bless you, may live long fruitful life spread wisdom."""
0,20120620171007Z,"""HA. I'm glad Pena's girl, know really wants play Red Sox. He's Boston went Northeastern got cut sox he's terrible. haha. You zero valid points."""
0,,"""I moderate. I fiscally conservative moderate social issues. The Republican Party longer party Goldwater, Teddy Roosevelt\\xc2\\xa0 even Reagan. The GOP party Jerry Falwell, Tony Perkins people like Michelle Bachmann. \\nBecause I gay find place GOP, I voted Obama '08. \\nHowever, year I\\xc2\\xa0am considering voting Romney year. \\nRepublicans better hope Romney gets nomination Santorum would handing election Obama. Santorum is\\xc2\\xa0SCARY conservative. He wants government peoples' business I surprised President\\xc2\\xa0Santorum created Morality Police.\\nI believe majority Americans moderate country needs moderate. I tired us swinging extreme left extreme right back again."""
1,20120609203104Z,"""Why that?"" ""Because smell like dog poo. You're stupid, like dog poo. You're made outta poo!"""
0,20120620132202Z,"""The Democrats would sell young job seekers handful illegal votes 50 cent tomato."""
0,20120619180350Z,"""pass grass pass rainbows wings"""
0,20120620180456Z,"""You know failed policy sent neighbors poorhouse."""
0,20120502155618Z,"""""But Jack Raleigh done. He came back bit furious grammatical genius:""\n""Holy hell, Jack. Calm down.""\n\nGOD D@MN HILARIOUS!\n\nWho writes material GraziD? \n\nMM never even acknowledged (well accept Uber ticked off) GraziD interacts us, calls dumb dumb... right beeaner?"""
0,20120528051839Z,"""Maybe Republicans can't use filibusters Union votes grind decisions halt.\n\n60% probably enough win elections there."""
0,,"""@Dan_tm@noBjustRyan funny thing happened way forum, optimists happy notice. """
1,20120618205159Z,"""yeah I'm pathetic idiot going around trolling teams pages. Why get f#$@ing life little sh1thead."""
0,,"""Ron Paul could start third party tomorrow suck large percentage Democrats, Republicans, Libertarians Independents him. You think Ross Perot bad? Ron Paul might even challenge win running 3rd Party candidate!"""
0,20120612114712Z,"""We tell mugshots Pinky Brain...lol"""
1,,"""ugly bitch go prostitute dat buy big enough pant bottom cover gigantic ass """
0,,"""If want lick Jewish ass, go Jerusalem. stop using country Israel-first traitor."""
0,20120612050335Z,"""Agreed... come proclaim useless point who? CNN community? Parasites nothing else better trying make valid point to....who????"""
0,20120618202653Z,"""@SDL Unless happened chance..."""
0,20120529210206Z,"""Are edge-triggered level-triggered?"""
0,20120528164632Z,"""Nice smelling...er, spelling sphincter"""
0,20120612142256Z,"""How know?\n\nBesides says everyone Moral Standards based Gardener?"""
0,,"""Too bad anything gay American citizens found 49 states."""
0,,"""Mr Cagape, things you\\'ve listed true tip iceberg.\\nI\\'ve Hong Kong two years now, longer I stay here, I hate place. \\xc2\\xa0It\\'s horribly crowded, leads plenty rude people deathly polluted air. \\xc2\\xa0It\\'s ridiculously expensive, even so, nicer (and expensive) restaurants always booked services shit. \\xc2\\xa0It\\'s superficial; want nice person, always get taken advantage of, unless dress way says ""I\\'m rich"" forehead. \\xc2\\xa0Even rich, like Chinese mainlanders rush city weekend shopping spree, still get treated like shit. \\xc2\\xa0I don\\'t get people love Hong Kong much. \\xc2\\xa0It may look civil outside, inside, it\\'s rotten core. \\xc2\\xa0It\\'s capitalism, may say, I don\\'t see US, I don\\'t even see China mainland (which contrary argue, much capitalist). \\xc2\\xa0Living doesn\\'t make rich, makes pull OT everyday, put selfish rude people everywhere, pay ridiculously high rent tiny apartment every month. \\xc2\\xa0If I live another two years, I become bitter I might fit in."""
0,20120612051458Z,"""Yeah I know, I troll purpose. I still always known JSKop. I change account every days I'm awesome like that. I troll one day next taken seriously everyone."""
0,20120515172041Z,"""""""You all, including son, deserve slow, painful, miserable death.""""\n\nThat's Zimmerman stands ground."""
0,20120619220205Z,"""If wrap computer foil stop taking posts down."""
0,,"""she ugly would complain """
0,20120527204604Z,"""Operation DICS:\n\n'Distract Investors Crashing Stock'"""
0,20120529031845Z,"""Actually Packer still rights Jolly."""
0,20120612120920Z,"""From computer website."""
0,20120611212958Z,"""This I wore recent wedding I attended, daytime, black tie optional affair:\xa0http://i.imgur.com/pmQKn.jpg. I think I looked glamorous fuck."""
0,,"""Pig noesed / talent jack.. This guy get worst actor award every year."""
0,20120619122806Z,"""And last day upon us. Will I lucky one? Doubt it, still sexy piece hardware!"""
0,20120612011146Z,"""Uh,if autopsy plus exam girl prove WAS raping daughter, caught red-handed, fall category ""innocent proven guilty."" If thing father's shoes, children."""
0,20120528200032Z,"""come Sweeney show us man"""
0,,"""Its going difficult lose weight 7 days. Honestly, weight lose going water maybe little bit muscle fat careful calories. You also certain gain back get diet. I'd recommend take slow easy see long-term benefits. \\n\\n \\n\\nI've personally lost 180lbs since Dec 2009. My blood pressure 160/110, 120/80. My cholesterol 256 mg/dL, 176mg/dL. I'm longer Pre-Diabetic I'm best shape life. It easy I say everyone right program.\\n\\n \\n\\nIf interested story please head Zdiets.net\\n\\n \\n\\nCheers.\\n\\n \\n\\nRyan E. Parker"""
1,20120610122728Z,"""You're pussy ass punk."""
0,20120530020342Z,"""Apparently Hickson said take min play LeBron again.. Good bench player Heat."""
0,20120529143641Z,"""Simply terrible.\xa0 Cop fired."""
0,20120611225506Z,"""very sorry robin, however I guarantee story average person getting much attention. sorry offensive tough shit truth know it."""
1,20120529025307Z,"""haha...atleast get insults straight idiot!!...."""
0,20120530142652Z,"""O' Neil ---\n\nHold ground!! Don't admit to\nsomething satisfy outward AGENDA who\nwant conform international racing profit! Yes,\nyou violations, many trainers do, BUT, the\ncenter attention right --- NO BETTER PERSON TO ATTACK!!! You\nlive faulty generation caught personal transference of\nwrongdoing general public focused lack commitment to\nthemselves, family, country!\n\nDoug, look around see what\nthe present day ideology done country, NOW, want YOU\nto become part agenda sports world --- DON'T DO\nIT!! The people around know really ---\nforget deadbeats, press, be\nashamed lack responsibility people this\ncountry! Focus winning Triple Crown --- YOUR WAY!! You've\ncome far own, stay way!! Good Luck --- \u201cTRUE\u201d\nfans support are, others want make\nof you."""
0,20120530142522Z,"""Hey Cameren, I met you, crazy, here's number, call maybe"""
0,20120530004342Z,"""I stand corrected memphis series beat heat 6, yr okc swept mavs due player improvement"""
0,20120619134407Z,"""The guy idiot sticks dick around without protection."""
0,20120620140508Z,"""Oh please, spare us fantasies."""
0,20120609181040Z,"""Well, no. Generally I consider someone tramp I desire look sex pictures.\n\nWhat's excuse?"""
1,20120609183559Z,"""I still dont see half niggas click every video post wshh hate. If wack fuck even click video. #BASED"""
1,20120610070026Z,"""i bet white devil cracker"""
0,20120530020330Z,"""A Combination, drunk welcome crazy streak"""
0,,"""Yep, means would find another cash cow suck teats of...Nothing leach give up..........."""
0,20120530053242Z,"""Sounds like medical condition."""
1,20120611232142Z,"""You human garbage."""
0,20120529024542Z,"""I dont know high chance, definitely chance."""
0,20120610015101Z,"""Your little girl probably look like :) lol"""
0,20120612015926Z,"""@hockeybelle\xa0he wrecked physically right now. \xa0THere's definitely something wrong him. \xa0You can't really use ""lazy"" excuse anymore pretty great playoffs"""
1,20120620000945Z,"""We'll leave fanaticism morons like you, criminal."""
1,,"""Can address die come pay respects, urinate urn flush it?"""
0,20120612004256Z,"""If could rectum, right?"""
0,,"""LOL....and told go suck man child messiah's big toe.....\\n\\n\\nLOL...."""
0,20120529232226Z,"""Finally? Where past years? Phils played hurt 2010 2011."""
0,20120619225235Z,"""That takes strength father story would ever know. Much respect you."""
0,,"""....he punished way obiously, he's SAS make untouchable!! unquote\\n\\n \\n\\n \\n\\nHe punished plus get done army...in Forces get done twice...once civil courts military justice (if I may use terms together guilty proven even guilty!)"""
0,20120610095854Z,"""dcjohn: heard white folks good ""ole"" louisiana speak? turn backs tell one other. location born mostly. come state also, sound like friends ""hills"". thing ignorant uneducated unusual accent.blacks speak languages depending from; Queen's english french, gullah, islander spanish. blacks adaptible groups ""closed knit bunch""."""
1,20120515152922Z,"""More people you, cunt."""
0,20120529202818Z,"""Tabby\nJHay\nCutch\nEl Toro\nPgh Kid\nGFJ\nHit Collector\nCB\nGround Chuck"""
1,20120609194312Z,"""I think clearly displays lack rational thought truly believe that."""
0,20120529160528Z,"""No concept sitting butt waiting hand out"""
1,20120610033625Z,"""FACT.. YOU ARE A MORON"""
0,20120528134807Z,"""Just like media ventured compare MAnu Kobe, then?"""
1,20120527233520Z,"""U dad already ashamed u cuz dnt know u really son cuz mom sucking fuc.king crew back da days..lmao...now u grew hate black men wit money cuz u know dsts mom looking for..lol..tell I'll pass dat a.ss cuz got many miles howeva give slow head...lol..lol..lol..."""
0,20120619155757Z,"""They historically completed unable get REAL THREAT road they're going pick low hanging fruit here. Inept lawmakers. Inept politicians. And sheeple police going LOVE ""enforcing"" new law. They can't enforce laws matter, I guess need new ones."""
0,20120610005919Z,"""My little brother friend running around, making fart noises, quoting The Lorax. I fucking clue going on."""
0,20120529194854Z,"""be careful picking up. For price could easily Admiral Ackbar."""
0,20120619145414Z,"""I guess coverage IDIOTIC YOU, especially anointing boy champion day one Open. \xa0 Tht I dearly love SYCOPHANTS, ways...ALL THE TIME.\xa0 Crawl back rock CRAPI."""
0,20120619054952Z,"""The guys cutting tree said would cut another tree carton beer. Haha typical tradesmen."""
0,20120529020530Z,"""are funny tonight?!!!"""
0,20120611221913Z,"""Its Black Goo fucked Space Jockeys causes xenomorphs. \xa0Thats similar Giger bodies. \xa0 doesnt need two crazy coincidences set prometheus xenomorphs alien xenomorphs."""
